Concurso,Data_Sorteio,Bola1,Bola2,Bola3,Bola4,Bola5,Bola6,Bola7,Bola8,Bola9,Bola10,Bola11,Bola12,Bola13,Bola14,Bola15,Ganhadores_15_Numeros,Ganhadores_14_Numeros,Ganhadores_13_Numeros,Ganhadores_12_Numeros,Ganhadores_11_Numeros,Valor_Rateio_15_Numeros,Valor_Rateio_14_Numeros
623,4/4/2011,1,2,3,4,5,8,9,10,11,12,15,20,22,23,25,2,475,18049,250782,1419371,"R$ 844.970,17","R$ 1.524,76"
624,4/7/2011,1,2,4,5,6,7,9,11,12,16,17,18,20,21,24,6,491,18521,251634,1273538,"R$ 308.089,47","R$ 1.613,50"
625,4/11/2011,1,2,3,6,8,10,11,13,14,15,16,17,22,23,24,3,546,18552,228447,1243048,"R$ 642.873,99","R$ 1.513,83"
626,4/14/2011,1,2,3,4,5,7,8,9,11,13,17,19,21,23,24,5,1355,44982,395051,1581102,"R$ 148.682,17","R$ 335,90"
627,4/18/2011,1,2,3,4,6,10,12,14,15,17,21,22,23,24,25,4,320,14807,216494,1245786,"R$ 476.485,44","R$ 2.552,60"
628,4/20/2011,2,3,4,7,8,9,10,11,13,15,18,19,22,23,25,4,673,19084,200567,980620,"R$ 167.714,18","R$ 610,29"
629,4/25/2011,1,2,4,5,6,7,9,12,14,15,17,19,21,22,25,8,1332,31880,290092,1271027,"R$ 125.261,15","R$ 460,60"
630,4/28/2011,1,2,4,6,7,12,13,14,17,18,20,22,23,24,25,2,638,21857,246268,1306143,"R$ 782.676,15","R$ 1.502,16"
631,5/2/2011,2,3,5,7,8,9,10,13,14,16,17,18,19,20,21,3,450,17567,246877,1322228,"R$ 619.149,60","R$ 1.769,00"
632,5/5/2011,1,4,6,8,10,11,13,14,16,17,20,21,22,24,25,4,762,21365,229826,1156578,"R$ 506.328,00","R$ 1.139,09"
633,5/9/2011,2,3,6,7,8,9,10,12,18,20,21,22,23,24,25,2,388,15770,204945,1230298,"R$ 1.033.224,45","R$ 2.282,53"
634,5/12/2011,2,3,4,5,9,10,11,12,14,15,18,19,20,21,22,3,661,22824,226188,1264483,"R$ 622.554,76","R$ 1.210,93"
635,5/16/2011,1,4,5,6,7,8,9,11,12,13,18,19,20,22,24,2,593,19681,253091,1313774,"R$ 909.031,24","R$ 1.313,95"
636,5/19/2011,1,2,3,4,6,10,12,13,14,16,19,20,21,23,25,3,576,18740,229516,1271739,"R$ 584.469,17","R$ 1.304,62"
637,5/23/2011,2,4,6,7,9,13,16,17,18,19,20,21,22,23,25,2,464,17743,224856,1262268,"R$ 939.050,68","R$ 1.734,70"
638,5/26/2011,1,2,3,4,9,11,13,14,16,18,19,21,23,24,25,2,526,21710,236658,1330081,"R$ 773.114,35","R$ 1.259,83"
639,5/30/2011,1,2,4,5,6,8,9,10,12,16,19,20,21,22,24,5,492,19883,262917,1264562,"R$ 338.323,82","R$ 1.473,54"
640,6/2/2011,1,3,4,5,9,11,13,14,16,18,19,20,21,22,23,2,466,19194,261859,1323769,"R$ 831.638,01","R$ 1.529,69"
641,6/6/2011,2,3,6,7,8,9,11,13,16,18,19,20,21,22,24,1,495,20270,239817,1348492,"R$ 1.813.203,50","R$ 1.569,87"
642,6/9/2011,1,2,4,5,8,10,11,12,13,18,19,20,21,22,25,4,842,24625,278466,1446550,"R$ 375.056,78","R$ 1.090,86"
643,6/13/2011,1,2,4,7,8,9,10,13,16,17,19,21,22,23,24,3,447,19976,255454,1434460,"R$ 545.294,64","R$ 1.568,44"
644,6/16/2011,2,3,5,6,7,8,9,12,13,14,15,18,21,22,24,2,568,20049,248830,1430441,"R$ 793.104,27","R$ 1.196,84"
645,6/20/2011,4,5,8,9,10,11,13,16,18,19,20,21,22,23,25,4,818,23865,294008,1438491,"R$ 371.838,00","R$ 1.113,23"
646,6/24/2011,1,3,5,6,9,10,14,15,17,18,19,20,21,23,25,0,503,17721,220793,1104937,"R$ 0,00","R$ 1.470,50"
647,6/27/2011,4,6,7,8,9,11,13,14,17,18,19,20,22,23,25,3,523,19995,253649,1373952,"R$ 972.342,03","R$ 1.400,36"
648,6/30/2011,2,4,6,8,9,10,11,13,15,16,18,19,20,21,22,11,1810,40540,359672,1392519,"R$ 103.892,67","R$ 386,56"
649,7/4/2011,1,2,4,5,6,8,9,10,11,14,15,17,21,22,24,2,448,17292,224449,1323044,"R$ 1.024.655,84","R$ 1.960,44"
650,7/7/2011,1,3,7,8,10,13,14,16,17,19,20,21,23,24,25,7,690,24105,283145,1409638,"R$ 242.743,91","R$ 1.507,72"
651,7/11/2011,1,4,5,6,8,10,13,14,15,17,18,19,20,24,25,6,415,16114,220498,1262606,"R$ 317.201,67","R$ 1.965,45"
652,7/14/2011,2,5,7,9,10,11,13,14,16,17,18,19,20,21,23,8,825,34507,304760,1526942,"R$ 168.907,38","R$ 1.002,78"
653,7/18/2011,1,2,3,7,8,12,13,14,16,17,19,20,21,22,23,5,777,22874,280435,1377295,"R$ 346.044,31","R$ 1.363,34"
654,7/21/2011,1,2,3,7,12,13,14,16,17,18,19,20,22,23,25,2,814,47662,264054,1422803,"R$ 727.610,86","R$ 1.094,53"
655,7/25/2011,2,5,7,8,10,11,13,14,15,19,20,21,23,24,25,1,667,25036,285756,1478659,"R$ 1.579.836,12","R$ 1.450,14"
656,7/28/2011,2,3,5,7,8,9,11,13,14,15,18,20,22,23,25,11,1450,34748,327871,1554860,"R$ 108.304,55","R$ 503,03"
657,8/1/2011,2,3,4,5,6,8,10,12,13,15,17,19,23,24,25,9,1799,34632,329281,1545390,"R$ 165.150,47","R$ 505,84"
658,8/4/2011,1,4,5,6,7,9,10,11,14,15,17,21,23,24,25,0,494,20320,268288,1405228,"R$ 0,00","R$ 1.608,70"
659,8/8/2011,1,3,4,5,6,8,9,10,11,12,15,19,20,23,24,6,663,24827,316959,1777295,"R$ 710.540,18","R$ 1.557,18"
660,8/11/2011,3,4,5,6,7,8,9,12,14,15,16,17,19,24,25,0,611,21890,253608,1343439,"R$ 0,00","R$ 1.455,24"
661,8/15/2011,1,3,6,7,10,11,12,15,17,18,19,20,22,23,24,0,576,20131,269743,1619717,"R$ 0,00","R$ 1.979,88"
662,8/18/2011,1,2,3,6,7,8,9,11,13,14,15,16,19,20,22,8,741,27285,378957,2273297,"R$ 1.008.663,25","R$ 1.928,08"
663,8/22/2011,2,4,5,6,7,9,11,13,16,17,19,21,22,23,24,8,1314,34032,354983,1576910,"R$ 203.431,69","R$ 758,29"
664,8/25/2011,1,3,4,7,10,13,14,15,16,17,18,20,21,23,24,3,709,23073,266563,1372907,"R$ 661.652,63","R$ 1.199,85"
665,8/29/2011,2,3,6,7,12,13,14,15,17,18,20,21,22,24,25,4,495,18564,244730,1346151,"R$ 519.467,64","R$ 1.799,03"
666,9/1/2011,1,2,4,6,7,11,12,14,15,16,18,20,21,24,25,3,564,18649,233643,1254042,"R$ 739.710,75","R$ 1.686,27"
667,9/5/2011,3,4,5,6,8,10,13,15,17,18,19,20,21,24,25,0,543,28877,289600,1464384,"R$ 0,00","R$ 1.411,57"
668,9/8/2011,1,2,7,9,10,11,12,13,15,16,17,20,23,24,25,0,1182,24993,315339,1719747,"R$ 0,00","R$ 1.087,81"
669,9/13/2011,2,4,5,6,12,13,15,16,17,18,19,22,23,24,25,3,1441,31327,422759,2267424,"R$ 2.264.469,72","R$ 1.234,18"
670,9/15/2011,1,7,8,10,12,13,14,15,17,18,20,21,22,23,25,1,545,23349,283376,1587363,"R$ 1.869.250,25","R$ 1.469,92"
671,9/19/2011,4,5,7,8,9,10,11,12,13,14,18,19,20,22,24,5,627,28972,299696,1626828,"R$ 365.698,86","R$ 1.249,83"
672,9/22/2011,1,2,4,6,9,10,11,12,15,17,19,21,23,24,25,18,1852,40833,376528,1590546,"R$ 78.253,87","R$ 465,65"
673,9/26/2011,2,4,5,7,8,9,10,11,12,13,14,15,17,19,20,6,935,28361,384735,1602321,"R$ 264.187,73","R$ 1.037,95"
674,9/29/2011,2,3,8,10,11,14,15,16,18,19,20,22,23,24,25,3,466,18545,249044,1424551,"R$ 677.614,26","R$ 1.869,57"
675,10/3/2011,2,3,4,5,7,10,11,13,14,15,16,17,22,23,24,0,447,19841,264790,1484860,"R$ 0,00","R$ 1.951,08"
676,10/6/2011,2,4,5,6,8,10,12,13,15,16,19,20,21,24,25,27,1898,44001,437502,1926601,"R$ 152.453,75","R$ 671,36"
677,10/10/2011,1,2,5,6,7,8,10,11,12,13,15,16,19,23,25,4,695,25144,307365,1757520,"R$ 408.645,24","R$ 1.439,94"
678,10/13/2011,2,3,5,7,9,10,12,15,18,19,20,21,23,24,25,7,1029,29255,311672,1534522,"R$ 201.575,83","R$ 839,54"
679,10/17/2011,2,7,8,10,11,12,13,14,15,17,18,19,20,21,22,3,527,22138,299828,1562572,"R$ 596.431,89","R$ 1.455,11"
680,10/20/2011,3,4,6,7,8,9,12,13,14,16,18,19,20,21,22,6,762,25279,288785,1486849,"R$ 332.843,41","R$ 1.123,21"
681,10/24/2011,2,3,4,6,7,8,10,11,12,14,15,16,18,19,23,11,886,22911,271627,1510086,"R$ 175.599,18","R$ 1.334,77"
682,10/27/2011,1,2,4,5,6,7,8,11,14,17,18,19,22,24,25,5,581,20398,252038,1395487,"R$ 435.993,67","R$ 1.608,04"
683,10/31/2011,1,2,4,5,6,7,8,9,10,11,12,13,15,23,24,3,676,74528,268720,1473755,"R$ 561.489,23","R$ 1.525,60"
684,11/3/2011,1,4,5,8,10,11,12,13,14,16,20,21,22,24,25,2,376,18523,223535,1287269,"R$ 1.055.224,81","R$ 2.405,53"
685,11/7/2011,1,3,4,9,12,13,15,17,19,20,21,22,23,24,25,6,909,29982,357321,1747870,"R$ 261.793,80","R$ 1.057,96"
686,11/10/2011,1,3,4,6,7,10,12,13,16,19,20,22,23,24,25,8,791,21521,257178,1439934,"R$ 283.465,87","R$ 1.228,68"
687,11/14/2011,1,2,3,4,6,9,12,13,15,18,19,20,23,24,25,3,872,29302,331938,1627018,"R$ 531.410,14","R$ 1.119,33"
688,11/17/2011,1,2,3,4,7,9,11,12,14,16,19,21,22,23,24,3,679,26413,271125,1403679,"R$ 615.207,40","R$ 1.164,92"
689,11/21/2011,2,3,4,5,6,7,8,11,12,13,15,17,22,23,24,5,608,23905,326171,1736438,"R$ 324.427,21","R$ 1.143,43"
690,11/24/2011,1,2,3,9,10,11,12,13,14,15,18,19,20,24,25,13,1000,27745,289566,1507969,"R$ 146.605,53","R$ 1.166,86"
691,11/28/2011,1,2,3,6,7,8,9,11,13,17,18,19,20,22,23,3,702,26133,336843,1620986,"R$ 546.038,69","R$ 1.428,67"
692,12/1/2011,1,2,4,6,7,10,11,12,17,18,19,21,22,23,24,7,618,21487,290590,1508173,"R$ 295.805,08","R$ 1.435,95"
693,12/5/2011,1,2,3,4,6,7,9,10,11,14,16,17,19,21,22,1,611,25967,282885,1440512,"R$ 2.273.428,27","R$ 1.594,65"
694,12/8/2011,1,3,6,8,9,10,11,14,15,16,18,19,20,21,24,2,501,20072,241026,1360830,"R$ 1.116.865,64","R$ 1.910,81"
695,12/12/2011,2,3,4,5,11,13,14,17,18,19,20,21,22,24,25,1,351,14624,226964,1483823,"R$ 2.310.275,10","R$ 2.820,85"
696,12/15/2011,1,4,5,7,9,10,11,13,14,15,16,20,21,22,24,4,700,23639,285765,1425029,"R$ 522.483,41","R$ 1.279,56"
697,12/19/2011,1,2,3,7,8,11,14,15,16,18,19,22,23,24,25,5,677,27928,263866,1462000,"R$ 411.640,34","R$ 1.302,94"
698,12/22/2011,2,3,4,6,7,9,10,12,14,15,18,20,21,22,24,8,1010,28719,306730,1469014,"R$ 233.535,96","R$ 1.132,52"
699,12/26/2011,2,3,4,6,8,9,10,15,16,18,19,21,22,23,25,1,394,16570,225670,1295966,"R$ 2.135.209,04","R$ 2.322,56"
700,12/29/2011,1,2,6,7,8,9,10,13,14,16,18,19,21,22,25,0,397,15486,216236,1356770,"R$ 0,00","R$ 2.543,83"
701,1/2/2012,3,4,8,10,12,13,14,16,17,19,20,21,22,23,25,3,597,22320,292350,1622356,"R$ 1.553.302,57","R$ 1.653,61"
702,1/5/2012,1,2,3,4,5,6,7,8,9,10,13,14,20,23,25,10,1681,23468,284761,1370498,"R$ 218.295,49","R$ 795,06"
703,1/9/2012,2,5,8,10,11,14,15,17,18,20,21,22,23,24,25,6,746,23555,287923,1552624,"R$ 337.975,15","R$ 1.164,99"
704,1/12/2012,2,3,5,6,8,10,11,13,14,15,16,17,22,23,24,6,2945,34500,300420,1537665,"R$ 335.539,66","R$ 418,53"
705,1/16/2012,3,4,6,7,8,9,11,12,14,15,16,20,21,22,25,2,337,14407,202239,1261091,"R$ 1.353.150,73","R$ 3.441,67"
706,1/19/2012,1,2,3,4,6,8,12,13,16,18,19,21,22,24,25,4,627,23978,281830,1531310,"R$ 480.327,17","R$ 1.313,27"
707,1/23/2012,3,4,6,7,8,11,12,14,15,16,17,20,21,24,25,3,633,37271,213418,1187296,"R$ 798.815,02","R$ 1.622,51"
708,1/26/2012,1,2,3,4,5,6,9,11,14,16,19,21,22,24,25,5,631,18587,253601,1327971,"R$ 410.292,82","R$ 1.393,34"
709,1/30/2012,1,3,6,7,8,11,12,14,15,16,18,19,20,22,23,4,502,18752,258408,1406084,"R$ 521.421,25","R$ 1.780,61"
710,2/2/2012,2,3,4,6,12,14,15,17,18,19,20,21,22,24,25,2,409,22037,276241,1509467,"R$ 933.071,51","R$ 1.955,44"
711,2/6/2012,1,2,4,5,6,7,10,12,13,15,16,18,21,22,24,5,717,22688,255396,1405971,"R$ 405.520,04","R$ 1.211,96"
712,2/8/2012,1,4,8,9,12,14,15,16,17,18,20,21,22,23,25,1,270,9425,125060,726687,"R$ 1.070.276,11","R$ 1.219,69"
713,2/10/2012,2,3,4,5,6,11,13,14,15,19,21,22,23,24,25,2,490,33901,231734,1258455,"R$ 670.129,89","R$ 1.202,29"
714,2/13/2012,4,6,7,8,9,10,11,12,13,14,15,17,19,21,22,3,730,15281,225383,1283742,"R$ 556.906,33","R$ 1.006,00"
715,2/15/2012,1,3,5,8,10,11,13,14,15,18,20,22,23,24,25,6,961,28109,296555,1151742,"R$ 145.645,87","R$ 399,70"
716,2/17/2012,1,3,5,7,8,11,12,14,15,16,18,20,21,23,25,15,2345,39132,318550,1247106,"R$ 71.421,47","R$ 200,81"
717,2/22/2012,1,2,3,5,7,8,9,11,14,16,18,20,21,23,25,9,1336,47412,238762,1095760,"R$ 103.212,09","R$ 305,62"
718,2/24/2012,3,4,7,9,11,13,14,15,17,19,21,22,23,24,25,10,1523,42938,374042,1551618,"R$ 69.135,61","R$ 199,53"
719,2/27/2012,2,7,8,9,10,11,13,15,16,18,19,22,23,24,25,2,493,20869,250657,1300818,"R$ 691.216,89","R$ 1.232,58"
720,3/1/2012,4,7,9,10,11,12,13,16,17,18,20,21,23,24,25,2,246,11285,151789,847742,"R$ 573.407,99","R$ 1.434,42"
721,3/2/2012,1,2,3,4,5,7,8,9,10,11,12,14,15,19,21,2,602,66743,216021,1192772,"R$ 619.707,88","R$ 904,98"
722,3/5/2012,1,3,5,6,7,8,10,13,14,16,17,19,20,23,24,5,569,21560,228147,1236098,"R$ 333.697,24","R$ 1.288,92"
723,3/7/2012,2,3,4,5,7,8,9,10,11,12,14,15,18,20,24,2,571,19855,316133,1235115,"R$ 575.346,69","R$ 885,81"
724,3/9/2012,1,3,5,6,7,10,12,14,15,18,19,20,23,24,25,8,786,20495,250020,1301517,"R$ 186.021,50","R$ 832,24"
725,3/12/2012,1,5,6,7,9,10,12,13,15,16,17,18,21,24,25,1,437,17124,215269,1171154,"R$ 1.721.548,46","R$ 1.212,15"
726,3/14/2012,1,2,4,7,9,10,11,13,14,15,16,20,21,24,25,2,616,22517,221979,1118236,"R$ 692.133,56","R$ 987,77"
727,3/16/2012,3,4,6,7,8,9,11,16,18,20,21,22,23,24,25,2,334,12284,186038,1088773,"R$ 891.124,77","R$ 1.641,87"
728,3/19/2012,3,4,6,7,8,10,11,13,16,19,20,21,22,23,25,2,433,16731,241057,1220737,"R$ 779.365,57","R$ 1.582,34"
729,3/21/2012,1,2,3,4,6,7,9,10,12,14,15,17,22,23,25,0,423,18958,211582,1202030,"R$ 0,00","R$ 1.431,36"
730,3/23/2012,1,3,4,8,11,12,14,16,18,19,20,21,22,24,25,2,732,26053,300629,1609108,"R$ 1.578.295,60","R$ 1.068,36"
731,3/26/2012,3,4,6,7,8,11,12,14,15,17,18,19,21,22,24,8,930,24643,274479,1313279,"R$ 179.014,93","R$ 676,88"
732,3/28/2012,1,4,8,9,10,11,13,14,17,20,21,22,23,24,25,2,396,16013,196288,1148094,"R$ 732.554,09","R$ 1.626,27"
733,3/30/2012,1,4,5,6,7,8,11,12,14,16,18,19,20,22,24,4,561,21732,260784,1169639,"R$ 369.602,29","R$ 1.158,37"
734,4/2/2012,2,3,6,8,9,10,13,15,17,18,19,20,21,23,24,7,657,24012,266496,1376141,"R$ 210.189,59","R$ 984,37"
735,4/4/2012,5,6,8,10,11,12,13,14,17,19,20,21,22,24,25,2,438,17967,218084,1212906,"R$ 767.170,70","R$ 1.539,80"
736,4/7/2012,2,3,4,5,6,8,9,10,13,15,16,17,19,21,23,1,468,17577,205306,922208,"R$ 978.883,23","R$ 919,39"
737,4/9/2012,2,3,4,5,6,7,8,10,12,14,16,17,18,22,25,1,305,13453,174483,917615,"R$ 1.173.561,52","R$ 1.183,92"
738,4/11/2012,2,6,7,9,11,12,13,14,16,18,19,20,23,24,25,1,378,14364,203984,1222290,"R$ 1.565.780,93","R$ 1.274,55"
739,4/13/2012,2,3,4,8,9,10,11,14,17,20,21,22,23,24,25,4,663,28456,224406,1247457,"R$ 369.285,47","R$ 979,32"
740,4/16/2012,1,4,5,9,10,11,12,13,14,19,21,22,23,24,25,1,510,18004,241122,1249106,"R$ 1.562.051,68","R$ 1.346,30"
741,4/18/2012,2,3,5,7,10,11,12,13,14,16,17,18,21,24,25,2,459,15516,183234,1095199,"R$ 784.337,68","R$ 1.502,23"
742,4/20/2012,1,3,5,6,7,8,9,11,13,14,15,19,20,21,23,4,530,27681,291897,1351826,"R$ 240.842,17","R$ 798,97"
743,4/23/2012,1,2,3,6,9,10,11,12,14,15,17,21,22,23,24,1,313,12556,161818,932386,"R$ 1.390.898,07","R$ 1.367,31"
744,4/25/2012,1,3,4,6,7,9,10,11,12,13,15,16,19,23,24,2,671,19496,214579,1169178,"R$ 647.798,11","R$ 848,72"
745,4/27/2012,1,3,6,7,8,9,11,12,13,16,17,20,22,24,25,3,383,12891,179734,1067335,"R$ 552.072,11","R$ 1.330,56"
746,4/30/2012,2,3,4,5,8,9,10,16,17,18,19,20,21,24,25,3,288,9774,146479,933453,"R$ 608.351,51","R$ 1.949,85"
747,5/2/2012,1,2,3,4,6,7,10,12,13,15,16,17,20,23,24,0,356,12561,158421,831838,"R$ 0,00","R$ 1.467,92"
748,5/4/2012,1,3,4,5,6,8,9,10,12,15,17,18,20,21,23,4,740,25464,296034,1556747,"R$ 793.177,97","R$ 1.178,40"
749,5/7/2012,1,2,3,4,6,7,8,11,13,14,15,18,19,22,24,1,518,19696,251235,1304255,"R$ 1.273.569,07","R$ 1.080,71"
750,5/9/2012,2,3,4,5,7,9,10,11,13,15,19,20,21,24,25,8,865,29753,319295,1462867,"R$ 124.354,44","R$ 505,53"
751,5/11/2012,3,5,6,8,9,12,13,14,16,17,19,20,21,22,23,7,681,21114,243402,1237484,"R$ 224.218,85","R$ 1.013,07"
752,5/14/2012,1,4,5,6,7,8,12,13,14,16,18,19,21,24,25,7,627,17679,212417,1164773,"R$ 239.939,68","R$ 1.177,47"
753,5/16/2012,1,3,4,5,6,7,8,11,13,14,17,20,21,22,25,6,491,16741,206295,1171646,"R$ 249.759,54","R$ 1.341,56"
754,5/18/2012,1,4,5,7,13,15,16,17,18,19,20,22,23,24,25,3,345,14150,185786,1158321,"R$ 553.202,70","R$ 1.480,14"
755,5/21/2012,1,2,3,5,7,8,10,11,12,13,14,16,17,24,25,2,470,23827,218721,1260942,"R$ 748.738,55","R$ 1.400,49"
756,5/23/2012,3,5,6,7,8,10,13,14,15,16,17,20,22,23,25,3,535,17736,225949,1167863,"R$ 439.722,22","R$ 1.083,83"
757,5/25/2012,1,3,4,8,9,10,11,13,14,15,17,18,20,21,23,5,836,24379,270512,1333561,"R$ 221.379,88","R$ 581,99"
758,5/28/2012,1,2,4,5,6,11,12,15,16,17,18,20,23,24,25,3,310,11198,166841,1057956,"R$ 619.738,94","R$ 1.845,38"
759,5/30/2012,2,5,7,8,9,10,15,16,17,18,19,20,23,24,25,2,578,9180,133895,815061,"R$ 620.592,68","R$ 943,90"
760,6/1/2012,1,2,3,7,9,10,11,12,13,15,16,17,23,24,25,9,3022,24835,283885,1334195,"R$ 128.877,75","R$ 168,71"
761,6/4/2012,1,4,5,6,10,11,12,13,14,15,16,19,20,22,24,1,368,14167,201097,1150308,"R$ 1.747.773,54","R$ 1.461,35"
762,6/6/2012,1,2,3,5,6,7,9,10,11,12,13,14,17,21,22,2,458,15842,257970,1143254,"R$ 641.206,71","R$ 1.230,78"
763,6/8/2012,1,2,3,4,6,7,13,14,16,17,18,21,22,24,25,3,664,12191,154856,906528,"R$ 440.843,15","R$ 875,49"
764,6/11/2012,1,3,4,6,8,9,11,12,14,16,17,19,23,24,25,16,920,23336,229207,1159177,"R$ 89.744,60","R$ 686,05"
765,6/13/2012,1,2,3,7,8,9,10,12,13,14,18,20,23,24,25,8,1028,26570,251606,1282968,"R$ 131.136,90","R$ 448,58"
766,6/15/2012,1,3,5,6,7,9,12,13,14,15,16,18,21,24,25,5,848,26482,243389,1197381,"R$ 255.003,87","R$ 660,90"
767,6/18/2012,1,3,4,5,7,8,10,11,12,15,17,19,22,23,24,8,1046,26738,270587,1312314,"R$ 154.679,17","R$ 520,00"
768,6/20/2012,1,3,5,6,11,12,13,14,15,17,19,20,23,24,25,4,416,16825,229876,1241351,"R$ 271.797,29","R$ 1.148,76"
769,6/22/2012,3,4,5,7,10,11,13,15,16,17,19,20,22,23,25,5,805,25035,276476,1207581,"R$ 203.133,29","R$ 554,59"
770,6/25/2012,1,3,4,5,6,9,11,12,16,17,18,21,22,24,25,4,392,12944,176680,1048056,"R$ 410.675,95","R$ 1.289,40"
771,6/27/2012,2,4,5,6,7,8,9,10,14,16,17,20,22,23,25,1,277,10814,165579,945913,"R$ 1.580.159,59","R$ 1.755,25"
772,6/29/2012,2,4,6,7,8,9,10,11,12,15,16,20,23,24,25,1,307,13217,181680,1109285,"R$ 1.541.273,58","R$ 1.544,75"
773,7/2/2012,2,5,6,7,8,10,11,13,15,17,18,20,22,24,25,12,1537,31432,271138,1244514,"R$ 106.078,03","R$ 364,04"
774,7/4/2012,1,3,4,5,6,8,9,11,12,14,15,18,19,22,25,1,549,19467,226579,1268903,"R$ 1.443.277,90","R$ 1.155,56"
775,7/6/2012,2,3,6,7,8,9,10,12,13,14,16,17,18,19,20,20,949,30569,200413,1128610,"R$ 86.100,71","R$ 797,60"
776,7/9/2012,1,2,3,4,10,11,12,13,14,18,19,20,22,23,24,5,487,15451,197709,1092780,"R$ 259.199,43","R$ 1.169,75"
777,7/11/2012,2,3,6,9,11,12,13,14,15,16,20,21,23,24,25,1,323,13366,197717,1232550,"R$ 1.621.299,97","R$ 1.544,46"
778,7/13/2012,2,5,6,7,9,10,11,13,15,16,19,20,22,24,25,8,1180,30661,304431,1359966,"R$ 166.892,37","R$ 497,35"
779,7/16/2012,4,5,8,9,11,12,13,14,16,17,19,20,21,22,23,3,467,19152,199159,1169370,"R$ 595.944,45","R$ 1.177,95"
780,7/18/2012,3,6,7,8,10,13,15,16,17,18,19,20,21,24,25,2,352,14837,195277,1205995,"R$ 770.043,90","R$ 1.346,23"
781,7/20/2012,1,2,4,8,9,10,11,14,15,16,17,19,20,22,25,0,433,15221,199119,1143495,"R$ 0,00","R$ 1.198,16"
782,7/23/2012,5,8,9,10,11,12,13,14,15,16,17,18,19,20,21,30,2678,39480,237752,1318595,"R$ 129.582,16","R$ 361,32"
783,7/25/2012,1,2,5,6,7,8,11,13,15,16,19,20,21,22,24,8,597,18700,226078,1155003,"R$ 199.404,50","R$ 1.174,54"
784,7/27/2012,1,2,3,4,7,11,12,13,15,18,20,21,22,23,25,4,428,16514,244421,1283535,"R$ 356.187,70","R$ 1.463,23"
785,7/30/2012,1,2,4,6,7,10,11,12,13,15,16,17,19,21,23,5,805,25273,262315,1282091,"R$ 292.958,89","R$ 799,83"
786,8/1/2012,2,4,5,6,8,10,11,12,13,15,17,21,23,24,25,5,1064,30112,270687,1324818,"R$ 239.934,51","R$ 495,60"
787,8/3/2012,1,4,5,8,9,10,11,12,13,14,16,17,19,20,23,6,504,25605,231055,1286003,"R$ 258.719,49","R$ 1.353,84"
788,8/6/2012,1,3,4,8,9,10,11,12,16,19,21,22,23,24,25,5,468,16432,222508,1244582,"R$ 353.183,78","R$ 1.161,02"
789,8/8/2012,2,3,4,8,10,11,12,14,15,16,18,19,21,22,24,7,861,24148,250920,1225938,"R$ 217.608,36","R$ 777,65"
790,8/10/2012,3,6,7,8,10,12,13,16,18,19,20,22,23,24,25,3,440,19404,254243,1294263,"R$ 499.387,35","R$ 1.496,66"
791,8/13/2012,1,2,3,5,6,7,8,10,11,13,14,21,22,23,25,3,379,14212,216067,1347106,"R$ 539.529,25","R$ 1.314,06"
792,8/15/2012,1,2,3,6,8,9,10,12,14,18,19,20,21,23,25,7,596,19539,236290,1121395,"R$ 197.035,39","R$ 1.017,21"
793,8/17/2012,2,4,5,7,9,11,12,14,16,17,18,20,21,23,25,22,1692,29121,248506,1169150,"R$ 69.011,79","R$ 394,42"
794,8/20/2012,1,2,3,4,5,6,8,9,11,14,15,20,23,24,25,1,345,14715,194217,1256859,"R$ 1.662.575,93","R$ 1.482,79"
795,8/22/2012,1,2,3,4,6,7,8,9,10,12,14,16,21,22,24,3,342,14333,206278,1138514,"R$ 509.362,56","R$ 1.374,80"
796,8/24/2012,2,3,4,6,7,8,10,11,14,16,17,18,20,21,24,7,435,17298,210837,1137376,"R$ 225.065,01","R$ 1.591,97"
797,8/27/2012,2,3,5,6,7,8,11,15,17,18,19,20,21,24,25,2,378,14820,208425,1199224,"R$ 803.715,64","R$ 1.308,45"
798,8/29/2012,1,3,5,6,8,10,11,13,15,16,18,19,22,23,24,94,3195,39165,294040,1142283,"R$ 11.067,52","R$ 143,12"
799,8/31/2012,3,4,6,8,11,13,14,15,16,19,21,22,23,24,25,6,419,16984,203788,1207808,"R$ 228.934,58","R$ 1.441,01"
800,9/6/2012,3,4,6,7,8,9,10,11,12,13,16,20,21,22,24,14,2844,105004,1474510,8138893,"R$ 3.072.441,79","R$ 1.232,29"
801,9/10/2012,1,3,4,5,6,7,10,12,15,17,18,19,21,23,25,4,597,23454,273131,1375355,"R$ 379.974,65","R$ 1.119,07"
802,9/12/2012,1,3,4,5,8,9,10,12,13,14,18,20,21,22,25,5,553,19943,253420,1436605,"R$ 343.406,91","R$ 1.364,81"
803,9/14/2012,1,4,5,12,14,15,16,17,18,19,20,21,23,24,25,2,319,14077,224953,1170867,"R$ 1.040.835,54","R$ 2.007,88"
804,9/17/2012,1,3,4,5,6,7,8,13,15,17,18,20,21,23,24,2,673,22456,279926,1454905,"R$ 749.492,98","R$ 979,04"
805,9/19/2012,1,2,4,6,7,9,11,13,14,16,17,20,22,24,25,21,1094,24537,244328,1175059,"R$ 73.297,80","R$ 618,45"
806,9/21/2012,1,2,3,5,6,7,8,10,14,15,16,19,20,24,25,4,396,15701,207341,1215583,"R$ 436.171,53","R$ 1.355,62"
